OBJECTID,x_coord,y_coord,windspeed spring baseline lower,windspeed spring baseline median,windspeed spring baseline upper,windspeed spring 2.0 lower,windspeed spring 2.0 median,windspeed spring 2.0 upper,windspeed spring 4.0 lower,windspeed spring 4.0 median,windspeed spring 4.0 upper,windspeed summer baseline lower,windspeed summer baseline median,windspeed summer baseline upper,windspeed summer 2.0 lower,windspeed summer 2.0 median,windspeed summer 2.0 upper,windspeed summer 4.0 lower,windspeed summer 4.0 median,windspeed summer 4.0 upper,windspeed autumn baseline lower,windspeed autumn baseline median,windspeed autumn baseline upper,windspeed autumn 2.0 lower,windspeed autumn 2.0 median,windspeed autumn 2.0 upper,windspeed autumn 4.0 lower,windspeed autumn 4.0 median,windspeed autumn 4.0 upper,windspeed winter baseline lower,windspeed winter baseline median,windspeed winter baseline upper,windspeed winter 2.0 lower,windspeed winter 2.0 median,windspeed winter 2.0 upper,windspeed winter 4.0 lower,windspeed winter 4.0 median,windspeed winter 4.0 upper,Shape__Area,Shape__Length
6157,372500,267500,3.559824,3.7730515,3.8599675,3.4151146,3.5690513,3.6110806,3.3592725,3.5375793,3.6792831,3.1276615,3.216685,3.2768562,2.962763,3.0366566,3.1141255,2.902924,2.984833,3.0436416,3.2566051,3.435367,3.4666371,3.1231863,3.2247975,3.2963455,3.0063384,3.1537337,3.2348294,3.8519409,4.0035243,4.165395,3.6149693,3.873579,3.953027,3.690719,3.8340771,4.0985804,66802391.3914795,32693.1200029199
6158,372500,272500,3.5693321,3.7682502,3.850303,3.4408073,3.581281,3.6464527,3.3921638,3.5750687,3.714606,3.1211815,3.1918435,3.265358,2.9616165,3.0255518,3.1026347,2.8966687,2.98724,3.042375,3.2800694,3.4506295,3.501313,3.1613555,3.2557492,3.3243377,3.0519824,3.208838,3.2805772,3.8787754,4.0215216,4.2009115,3.6684146,3.9276295,4.0168023,3.7620277,3.8880336,4.1735024,66937728.5766602,32726.2201695044
6159,372500,277500,3.2946076,3.50003,3.5984771,3.2189546,3.350388,3.4188652,3.1719723,3.340664,3.4794815,2.900789,2.9800944,3.0366454,2.7821555,2.834273,2.912912,2.7234483,2.8075163,2.844363,3.034637,3.2034028,3.276239,2.9575047,3.032963,3.0948396,2.8538408,3.0044262,3.0677443,3.6356938,3.8066566,3.9715366,3.4833126,3.7182832,3.7960415,3.5481708,3.6825573,3.9508126,67073462.2860107,32759.3836523845
6160,372500,282500,3.467036,3.6985428,3.8205593,3.353379,3.4879563,3.5648983,3.2950351,3.464412,3.6098874,3.0577276,3.150647,3.2078843,2.8941412,2.964235,3.0397334,2.8373804,2.917767,2.9654825,3.1975923,3.3812804,3.4791698,3.0872607,3.1585512,3.22121,2.952296,3.1305895,3.182916,3.8626237,4.0471087,4.216338,3.6397195,3.9055762,3.9874566,3.6917114,3.8493793,4.1196833,67210117.237793,32792.7385110821
6161,372500,287500,3.489582,3.7289639,3.8687644,3.3557982,3.4975994,3.5689378,3.2986653,3.4629848,3.5998516,3.0790007,3.176894,3.2468903,2.8864963,2.9710655,3.046517,2.8343673,2.9141226,2.9564302,3.2185295,3.4124444,3.5209708,3.0854583,3.156757,3.2221081,2.9404073,3.1236339,3.1738174,3.898561,4.109015,4.271848,3.6484132,3.917767,4.0086365,3.6858163,3.8549507,4.115712,67346525.1601563,32825.999061086
6162,372500,292500,3.4341533,3.667706,3.801155,3.3008237,3.4562252,3.5039692,3.2431686,3.4106755,3.5454655,3.0366647,3.1250336,3.1982486,2.8387,2.9320297,3.0090623,2.7958882,2.8686757,2.9293494,3.1387951,3.331361,3.426931,3.0192952,3.086826,3.1480052,2.8547657,3.039835,3.0985787,3.7899709,3.9932709,4.149195,3.544887,3.812264,3.9014401,3.5818086,3.7550983,4.0018353,67483163.5314941,32859.2821102757
6163,372500,297500,3.4657867,3.6990337,3.8176923,3.323876,3.4823036,3.5176475,3.2670045,3.4270813,3.5657928,3.0725234,3.1629708,3.2303054,2.8743253,2.9667459,3.0410964,2.8464286,2.9162781,2.9808311,3.173938,3.359256,3.4464028,3.047254,3.1196282,3.186432,2.8915665,3.0547338,3.126212,3.8059509,4.00236,4.1580024,3.5527444,3.7991378,3.8956108,3.5874946,3.7618046,3.9909408,67621130.2070313,32892.8546953637
6164,372500,302500,3.6300626,3.87153,3.9817042,3.4857063,3.6512055,3.6890113,3.426087,3.5912404,3.742004,3.2065659,3.3148072,3.374844,3.0127194,3.1041,3.189844,2.9901688,3.0626936,3.1310518,3.3061728,3.4976184,3.5702686,3.16861,3.2573364,3.3349519,3.0209184,3.179523,3.2640357,3.9611804,4.147025,4.290379,3.6970692,3.9578862,4.042719,3.7289093,3.9224277,4.1509137,67759634.4624023,32926.5235642164
6165,372500,307500,3.862512,4.081023,4.215232,3.7030487,3.8628242,3.9112613,3.640501,3.8039894,3.9691453,3.418778,3.5327358,3.5865192,3.202432,3.3021424,3.3881416,3.1902604,3.254163,3.3220189,3.600476,3.7832608,3.8324661,3.4428391,3.5227706,3.6109188,3.2832208,3.4611588,3.5335095,4.263974,4.43345,4.586965,3.982984,4.235866,4.3211417,4.0190306,4.2093945,4.432622,67897842.9719238,32960.0860545418
6166,372500,312500,3.7554123,3.9623752,4.1374903,3.6012497,3.75351,3.8204257,3.494662,3.7075229,3.867522,3.3245964,3.3987446,3.4713128,3.0218053,3.1460862,3.2462716,2.988463,3.0574698,3.1335692,3.5634112,3.718855,3.7620654,3.333634,3.424025,3.5301678,3.1638541,3.4153473,3.4649005,4.210286,4.3671546,4.558099,3.9177468,4.1965694,4.317181,3.99851,4.174912,4.456603,68037222.1386719,32993.8987854028
6167,372500,317500,3.6263046,3.8300362,3.9562519,3.4315484,3.5879722,3.6467705,3.3438041,3.5621834,3.7017417,3.1778188,3.265627,3.3365185,2.8948505,3.027073,3.1103735,2.8763714,2.941655,3.0112176,3.2984142,3.460179,3.5034459,3.0952039,3.178819,3.2579987,2.921229,3.136859,3.204144,3.8813431,4.033673,4.2287436,3.5878537,3.8789353,3.973556,3.661267,3.8425364,4.116145,68175591.1188965,33027.4318504539
6168,372500,322500,3.6500497,3.8545284,3.9624722,3.4489582,3.6043198,3.6686568,3.389192,3.582004,3.7262883,3.1958656,3.2979083,3.3709164,2.9331803,3.0636659,3.1376648,2.9289672,2.9904754,3.0541337,3.3031287,3.466517,3.5125709,3.1007347,3.2107518,3.279946,2.9541962,3.1377394,3.2142498,3.8830154,4.005076,4.1822405,3.5828815,3.838328,3.9320939,3.6318562,3.808906,4.049319,68316486.5289307,33061.5425171814
6169,372500,327500,3.7396832,3.9436107,4.057227,3.548804,3.7043674,3.781116,3.496526,3.6783795,3.8351455,3.283998,3.3869095,3.4583805,3.0333726,3.1514287,3.224799,3.0440087,3.1092548,3.1504958,3.4386742,3.6001306,3.6455128,3.233884,3.3575702,3.4190998,3.094995,3.272018,3.3524978,4.0182657,4.135511,4.3021,3.7217946,3.961995,4.064397,3.7680697,3.9277153,4.1606364,68457418.2121582,33095.6265898091
6170,372500,332500,3.6212056,3.8250985,3.9505394,3.4769123,3.6400497,3.7155426,3.4244988,3.606467,3.7603183,3.1675043,3.2511432,3.3264458,2.919262,3.0319505,3.111816,2.9082377,2.985446,3.0303454,3.4093692,3.5513904,3.5901787,3.215567,3.331189,3.3873544,3.0676198,3.2698426,3.3225498,3.9821358,4.089279,4.2359796,3.7093887,3.952467,4.0682507,3.7804694,3.9037995,4.1688294,68598574.9326172,33129.7297605804
6171,372500,337500,3.7353508,3.9500096,4.098443,3.5892406,3.7522762,3.8396049,3.5169792,3.7253354,3.8802876,3.2518783,3.3338954,3.4248834,2.9689784,3.0922368,3.1805887,2.9433737,3.021435,3.0911057,3.5681465,3.7052937,3.7430482,3.34519,3.462202,3.5290203,3.1866689,3.4107518,3.4634042,4.1716433,4.302125,4.441329,3.8816216,4.157074,4.27086,3.9723015,4.0922556,4.3876963,68741645.3361816,33164.2599670127
6172,372500,342500,3.749108,3.9578528,4.1527343,3.6075249,3.7613556,3.8624978,3.5203557,3.738131,3.899568,3.2530932,3.3374207,3.4278088,2.9304485,3.0732226,3.1763215,2.869328,2.9723382,3.0770068,3.6353202,3.7685025,3.7978234,3.3736215,3.4971452,3.5970192,3.2321072,3.4647396,3.5312107,4.251103,4.4188643,4.5812974,3.961118,4.251966,4.39046,4.076207,4.2207174,4.5245905,68883913.3562012,33198.560420129
6173,372500,347500,3.551263,3.7894359,3.9737504,3.4549217,3.6034188,3.7018204,3.3799107,3.5820096,3.7383227,3.0983238,3.1807206,3.2534168,2.787979,2.9346597,3.0459857,2.7191467,2.8244987,2.9496722,3.3951924,3.5442479,3.5708687,3.1819274,3.2970805,3.3939908,3.0338893,3.268102,3.3287392,4.0049214,4.174473,4.3494997,3.74711,4.0376253,4.178713,3.861723,4.017516,4.3156557,69025900.9781494,33232.7579959677
6174,372500,352500,3.4479008,3.689125,3.8566678,3.3797545,3.5250716,3.6181865,3.3102264,3.5046782,3.6551437,3.0105128,3.0924628,3.1574273,2.7371976,2.8834527,2.976194,2.6753497,2.7699997,2.8945384,3.2529194,3.4067802,3.4347394,3.0923903,3.2005405,3.2836456,2.9317248,3.165706,3.2225525,3.853117,4.009627,4.17601,3.6337218,3.9132469,4.0439014,3.736795,3.8912168,4.1787486,69168989.2906494,33267.1852755107
6175,372500,357500,3.4500701,3.6955376,3.8706417,3.3970845,3.5469975,3.6354702,3.3241525,3.5272186,3.6775951,3.0013711,3.0911298,3.1638715,2.742218,2.893102,2.9771218,2.6735225,2.7663097,2.8972623,3.2500083,3.4071605,3.4375355,3.1051788,3.211773,3.2952423,2.946404,3.1774597,3.2328305,3.8583393,4.0197983,4.185594,3.662049,3.9460037,4.073761,3.7639797,3.921925,4.2146063,69313177.5462646,33301.8411240059
6176,372500,362500,3.4646535,3.7185287,3.9057412,3.4115245,3.5685298,3.653977,3.3329952,3.5468745,3.6971405,2.9934492,3.0880723,3.1661654,2.733078,2.882834,2.9635801,2.6580954,2.7466202,2.8856874,3.273021,3.4295964,3.467221,3.1211143,3.2237046,3.3153076,2.967092,3.1960955,3.2549095,3.898774,4.073805,4.249744,3.7076154,4.0018206,4.1416407,3.8119226,3.9684818,4.273284,69456919.5517578,33336.3538693877
6177,372500,367500,3.435461,3.6961818,3.8713143,3.38359,3.5396686,3.6240819,3.3055382,3.522049,3.6696212,2.9505968,3.0535274,3.124681,2.7117562,2.8502638,2.925785,2.6377628,2.714724,2.8553364,3.2206745,3.3781357,3.4242916,3.0680149,3.1792076,3.2775788,2.9250858,3.1555161,3.2112243,3.847213,4.026831,4.2119417,3.6690166,3.9766831,4.119203,3.7769089,3.9359894,4.2461133,69601988.2686768,33371.1490866393
6178,372500,372500,3.4262366,3.6929145,3.8373122,3.357553,3.5191982,3.5986924,3.2895725,3.511455,3.6442704,2.9192998,3.025786,3.0879617,2.6897917,2.818058,2.902654,2.6191278,2.7026906,2.8286343,3.169711,3.3274968,3.3762581,3.0143294,3.1323798,3.231118,2.8731434,3.1071286,3.1578739,3.7878337,3.9798565,4.158261,3.6187718,3.9375663,4.062958,3.7224324,3.8823066,4.210646,69747647.8601074,33406.0494384041
6179,372500,377500,3.4797082,3.7506573,3.8675969,3.406643,3.572744,3.6449,3.3381455,3.56749,3.6858363,2.9510438,3.0684974,3.1251593,2.7277198,2.8570666,2.9433773,2.6744547,2.762087,2.8745625,3.1889367,3.347079,3.397103,3.047754,3.160129,3.2450054,2.9112973,3.136098,3.177407,3.8067002,4.0036173,4.168029,3.6509845,3.963616,4.0671573,3.7366848,3.8975093,4.229331,69894222.5332031,33441.1324372877
6180,372500,382500,3.6299713,3.886046,4.040143,3.5470653,3.707992,3.7876956,3.4633522,3.7058487,3.832152,3.11429,3.2280154,3.2827904,2.8571005,2.991159,3.085713,2.804845,2.8967195,3.0171757,3.3905818,3.5410728,3.6104805,3.248708,3.3366303,3.4437466,3.1007063,3.3336368,3.391705,4.0188904,4.257727,4.4356427,3.861054,4.180973,4.3182445,3.965587,4.143808,4.4830446,70041157.9453125,33476.2647119557
6181,372500,387500,3.500393,3.750754,3.9063888,3.4116356,3.5750966,3.6426575,3.3183048,3.5615394,3.681625,3.0296097,3.1403587,3.1920586,2.7807488,2.9021995,2.9959817,2.7274852,2.8194041,2.9305716,3.2047832,3.358382,3.4224193,3.0574899,3.1539328,3.261764,2.9144425,3.1489635,3.220324,3.7927258,4.046743,4.2376604,3.6239216,3.966739,4.114492,3.7481456,3.9284744,4.272142,70188260.1044922,33511.3998307729
6182,372500,392500,3.3977637,3.616209,3.7483997,3.2895381,3.45814,3.5186546,3.2040017,3.439167,3.5473301,2.9244196,3.053142,3.0850902,2.7178264,2.8255203,2.9167914,2.684886,2.769465,2.8632283,2.9841263,3.1645484,3.1900609,2.8485038,2.9744456,3.047269,2.7397842,2.9511495,3.0046976,3.5216053,3.7662213,3.9309964,3.3697102,3.697478,3.8172588,3.484563,3.6486435,3.9789276,70335203.0463867,33546.4602214152
6183,372500,397500,3.3208904,3.5218792,3.6259747,3.2034855,3.3737416,3.4426205,3.119749,3.3553283,3.454277,2.8429651,2.972653,3.0032587,2.6554003,2.762927,2.8456235,2.6456847,2.7143207,2.8017898,2.8296628,3.0073888,3.0365276,2.7029974,2.8497806,2.902219,2.6122823,2.8052745,2.865937,3.352422,3.5801616,3.7286935,3.2052543,3.5022392,3.61456,3.3002772,3.4706607,3.782062,70485005.5029297,33582.1658525126
6184,372500,402500,3.520224,3.704235,3.804793,3.3986106,3.5664322,3.6499023,3.3215175,3.5641122,3.6509252,2.9965026,3.1173155,3.1547732,2.82162,2.9292054,3.0150018,2.8030908,2.8847783,2.970168,2.9826055,3.1809697,3.2181554,2.8685162,3.044602,3.0790956,2.8016865,2.9548624,3.0477688,3.5395737,3.7296696,3.8636613,3.4032426,3.676698,3.757112,3.4699192,3.6436028,3.9242942,70633177.0776367,33617.4445706595
6185,372500,407500,3.522665,3.7243638,3.8444488,3.4235542,3.6189194,3.6786113,3.3581402,3.5989494,3.6889427,3.0066452,3.1442618,3.177363,2.8402221,2.9474761,3.0404232,2.7675061,2.874825,2.9869747,3.003883,3.2271829,3.2486548,2.915216,3.0850239,3.1197858,2.847438,3.004826,3.103541,3.5849755,3.7900424,3.9249597,3.4787364,3.7604668,3.8409486,3.5629334,3.7396328,4.002858,70781801.6259766,33652.7942329084
6186,372500,412500,3.8225288,4.0777774,4.216616,3.7394245,3.9442546,4.0010576,3.6718285,3.9286232,4.016885,3.2708306,3.4299495,3.4667637,3.093561,3.209495,3.3017128,3.009574,3.1408496,3.2507987,3.376981,3.633815,3.6546311,3.2809212,3.4337666,3.4957244,3.178992,3.3551598,3.4686706,4.0616527,4.2854686,4.408478,3.9416366,4.2165413,4.2902,4.0482483,4.203036,4.454103,70932504.5689697,33688.6008943825
6187,372500,417500,4.2708044,4.51581,4.665275,4.167866,4.3744698,4.4411783,4.0772595,4.3633966,4.4775367,3.6351311,3.767709,3.837103,3.387896,3.5037808,3.6271622,3.2886417,3.428841,3.5538745,4.0239353,4.2086554,4.262448,3.859593,4.0461016,4.09012,3.775973,3.9792652,4.043281,4.80854,5.040481,5.160119,4.6212316,4.9150066,5.0101213,4.7437034,4.900304,5.191116,71082195.7659912,33724.1290020991
6188,372500,422500,4.392983,4.615705,4.793474,4.2723985,4.475848,4.556471,4.1582174,4.4524317,4.6223216,3.6576366,3.7959068,3.8818371,3.3803418,3.5229557,3.664502,3.2864296,3.4129062,3.5495422,4.302391,4.448972,4.508355,4.0736523,4.236417,4.3807664,3.9792964,4.2303414,4.3380156,5.0660634,5.3249464,5.502738,4.881789,5.272828,5.426552,4.99743,5.245109,5.6318502,71232405.2022705,33759.7427172386
6189,372500,427500,4.036119,4.2534537,4.426273,3.9321887,4.141688,4.187516,3.8082733,4.0920377,4.28046,3.4324665,3.5473397,3.6195767,3.1677334,3.2974186,3.4376168,3.0702918,3.195054,3.3397193,3.8099873,3.941534,4.0512905,3.6171265,3.7691243,3.9021008,3.541307,3.7957878,3.8885732,4.4794903,4.800039,5.0145783,4.3218875,4.760248,4.912101,4.4743447,4.7197537,5.1144176,71383448.7862549,33795.5163025555
6190,372500,432500,3.8431504,4.0624857,4.285487,3.7293658,3.9435925,4.002682,3.6038795,3.8924918,4.1000524,3.3130202,3.4090927,3.5003128,3.0266075,3.1753068,3.2929375,2.953166,3.058422,3.2059932,3.5902328,3.7195523,3.831527,3.3726869,3.5287228,3.6541157,3.3138852,3.562851,3.6513839,4.208136,4.575083,4.797638,4.045184,4.4938927,4.657016,4.2264824,4.4723825,4.8793783,71535660.4622803,33831.5283055421
6191,372500,437500,3.4793098,3.7057152,3.919196,3.3572936,3.5900779,3.6332607,3.2668731,3.5391526,3.7390602,2.9992838,3.102207,3.1627154,2.7523997,2.8947606,2.9823182,2.6880593,2.7836223,2.9181209,3.088245,3.2380118,3.33042,2.896994,3.073113,3.1559532,2.8629022,3.0827968,3.1597998,3.646078,3.9774241,4.208357,3.4900346,3.8913321,4.058339,3.669178,3.930816,4.3261266,71689290.4459229,33867.8373278527
6192,372500,442500,3.8335042,4.0095034,4.230298,3.6558566,3.8799965,3.926828,3.559567,3.8494523,4.011915,3.2489038,3.3590539,3.4140487,3.0035024,3.1451344,3.2348778,2.929216,3.0463893,3.1552453,3.3652306,3.5323746,3.5978062,3.201077,3.3600783,3.4303417,3.1375186,3.290881,3.4356227,3.9492416,4.240224,4.427497,3.795831,4.1339707,4.257588,3.901865,4.1796885,4.519519,71843220.9180908,33904.1779612257
6193,372500,447500,4.1508255,4.350449,4.566104,4.0094085,4.2502832,4.2890754,3.9002578,4.2028856,4.3689637,3.4622777,3.5818381,3.6459057,3.210764,3.3751602,3.4703326,3.12406,3.2449555,3.3833766,3.8011317,3.9628463,4.0285926,3.6471977,3.8147507,3.8666217,3.5927188,3.7505524,3.8860488,4.457198,4.7722387,4.942936,4.336917,4.6844964,4.8339663,4.4561663,4.726201,5.0740385,71997103.6854248,33940.4682824701
6194,372500,452500,4.1142726,4.3866262,4.652938,4.009427,4.2804613,4.3202143,3.9058602,4.2125425,4.407474,3.5036273,3.6443505,3.704509,3.2254791,3.3919625,3.4951863,3.1308064,3.2478046,3.4148304,3.7808146,3.997398,4.0821805,3.652989,3.7935758,3.8789368,3.5483487,3.7481346,3.9008076,4.512884,4.8644342,5.07199,4.407532,4.754863,4.9064326,4.5108485,4.8261533,5.1636014,72151299.7012939,33976.7938355327
6195,372500,457500,4.4196367,4.714073,4.9866686,4.3747606,4.630253,4.6958847,4.267663,4.5872087,4.7840204,3.8197143,3.9824123,4.0361176,3.5702043,3.723803,3.846869,3.4643505,3.599523,3.7640214,4.268545,4.4900117,4.587606,4.1638865,4.3042974,4.3632507,4.0880985,4.2733316,4.410966,5.069742,5.3933663,5.592819,4.9639115,5.2935557,5.428594,5.090188,5.37057,5.669798,72306585.5059814,34013.3369219083
6196,372500,462500,4.6093287,4.86996,5.183774,4.594911,4.816873,4.937979,4.430566,4.7673116,5.039143,3.9626255,4.1177516,4.204779,3.7192159,3.9112275,4.0313454,3.6336236,3.7781758,3.927875,4.6130137,4.7598987,4.8720903,4.460451,4.655669,4.748109,4.4096794,4.672368,4.76696,5.4291334,5.749225,5.9264803,5.278061,5.675996,5.8572783,5.4086976,5.724544,6.1010284,72462412.2757568,34049.968007019
6197,372500,467500,4.034373,4.2500257,4.5367317,3.8937485,4.119811,4.2141914,3.768329,4.1046968,4.313537,3.334858,3.5127473,3.6213975,3.1118202,3.3269296,3.4042897,3.0626125,3.175747,3.308852,3.823733,3.9634,4.0072002,3.603429,3.8034089,3.8562164,3.5423324,3.7634735,3.8544478,4.5290947,4.8040495,4.9580755,4.3307548,4.691773,4.857665,4.434883,4.731725,5.0825634,72618736.3273926,34086.676491628
6198,372500,472500,4.4442906,4.612441,4.7952986,4.30738,4.498517,4.5958776,4.209795,4.5156164,4.6207504,3.4937057,3.658709,3.8006096,3.3078296,3.4734657,3.607996,3.209381,3.352911,3.5107312,4.1168346,4.231371,4.3519597,3.937944,4.1501603,4.185475,3.8527768,4.014711,4.15829,4.78355,4.992532,5.136693,4.6235533,4.993142,5.1310034,4.746504,4.9881754,5.343058,72775635.3682861,34123.4801350959
6199,372500,477500,5.077956,5.259547,5.4887514,4.962042,5.2169,5.290473,4.879437,5.226142,5.361246,4.1504374,4.2915907,4.4126444,3.9155564,4.130828,4.236065,3.7562397,3.9543312,4.158681,4.796704,5.000577,5.0775137,4.7070765,4.904147,4.9445505,4.614221,4.848956,5.009478,5.5705276,5.8797646,6.061757,5.492689,5.907586,6.022145,5.66799,5.9403396,6.286182,72932998.1395264,34160.3525954669
6200,372500,482500,5.139318,5.3705544,5.6322393,5.099,5.3533,5.453825,4.967618,5.323436,5.5649095,4.320287,4.482245,4.58802,4.056254,4.3112288,4.4286456,3.905846,4.101451,4.319027,5.107959,5.2739153,5.3602357,4.9716024,5.178244,5.281668,4.9432197,5.256381,5.332561,5.8475757,6.174789,6.4325037,5.746691,6.259875,6.414675,5.9824977,6.248708,6.685805,73091758.0664063,34197.5123157709
6201,372500,487500,4.3278227,4.5160007,4.7794747,4.2348013,4.473599,4.5499754,4.098012,4.4423823,4.6446295,3.5405846,3.7020793,3.8078513,3.286035,3.5316463,3.6145763,3.1745565,3.3238304,3.5147235,4.1174574,4.2759857,4.323579,3.9513373,4.137438,4.2396846,3.8849902,4.180573,4.273139,4.791856,5.0638604,5.2984996,4.608558,5.1368184,5.284026,4.857684,5.120262,5.526039,73250328.1271973,34234.5871668807
6202,372500,492500,4.7646832,4.94514,5.111819,4.6727347,4.8361044,4.9478693,4.5662456,4.8916306,5.0231714,3.8219562,3.9694378,4.097972,3.5964718,3.7852294,3.9166095,3.4706845,3.6321702,3.8192317,4.511102,4.6388283,4.756838,4.3632126,4.5610886,4.633593,4.2816114,4.547782,4.6373644,5.215562,5.48166,5.623969,5.1014266,5.537793,5.67525,5.295839,5.4934754,5.854488,73409301.3580322,34271.7160617839
6203,372500,497500,4.869859,5.097487,5.309167,4.852871,5.0543876,5.1932607,4.738204,5.058929,5.2823095,4.065473,4.2339296,4.3238916,3.8144374,4.0383677,4.150037,3.6470478,3.837288,4.0576777,4.7462187,4.9165416,5.03115,4.6147137,4.7902703,4.9242396,4.555383,4.868001,4.9552717,5.459523,5.7637396,6.022783,5.366676,5.851441,5.997059,5.5814834,5.8406568,6.274541,73569617.3254395,34309.1181064595
6204,372500,502500,4.5441813,4.7895174,5.0684633,4.5422587,4.753629,4.9337273,4.408507,4.7310076,5.0286226,3.862126,4.031614,4.113392,3.6065164,3.8162067,3.9351285,3.4434154,3.627365,3.8559422,4.494609,4.6323137,4.80301,4.328276,4.525632,4.656605,4.3608427,4.632081,4.73502,5.1132054,5.529915,5.8120728,5.038362,5.584912,5.754325,5.2713385,5.5901957,6.0940084,73730232.3618164,34346.5489328656
6205,372500,507500,4.278842,4.4775805,4.7645245,4.231212,4.4346943,4.5721684,4.0631385,4.4124293,4.664633,3.6608586,3.8215623,3.894785,3.4000669,3.6212819,3.6911206,3.2830193,3.4363322,3.6328511,4.0811625,4.2282834,4.388547,3.9177399,4.075941,4.2148685,3.9325593,4.187912,4.287763,4.6354027,5.0434484,5.3095784,4.5265145,5.0404654,5.1829534,4.740642,5.0691824,5.4693384,73891693.4403076,34384.1358492431
6206,372500,512500,3.851363,4.0419464,4.317958,3.7715397,3.9788845,4.102507,3.6202564,3.9527295,4.1752167,3.3045125,3.4462326,3.5361512,3.0792186,3.2757828,3.3217201,2.9972513,3.1079535,3.2559807,3.5982833,3.7496536,3.8553739,3.4542472,3.5810313,3.7065728,3.4103172,3.643697,3.7363636,4.1525455,4.4347982,4.6452246,3.981202,4.3848658,4.526709,4.118443,4.412647,4.7441287,74053435.9360352,34421.7470990554
6207,372500,517500,3.3479958,3.5786214,3.7494137,3.2981174,3.4797997,3.5612626,3.2403157,3.477649,3.6225476,2.825057,2.9588315,3.038849,2.64366,2.7801337,2.8730922,2.587689,2.6956947,2.8112872,3.067695,3.2261147,3.2917829,2.9179554,3.0755754,3.1268346,2.8440764,3.0122237,3.0909436,3.56634,3.726218,3.8249905,3.3996625,3.6381657,3.7762768,3.429318,3.6951313,3.938251,74215610.6804199,34459.4176402013
6208,372500,522500,3.8779876,4.020898,4.089874,3.779449,3.9152818,4.032038,3.6805198,3.8813605,4.0038176,3.0531297,3.219064,3.3001728,2.922771,3.0204117,3.1812336,2.8480084,2.9952219,3.0958686,3.4595985,3.5852044,3.7118258,3.3106818,3.483909,3.5143356,3.1878629,3.3536727,3.4578965,3.9861672,4.0439596,4.0984826,3.7589164,4.0195827,4.132175,3.8433712,3.9869351,4.266034,74378859.6445313,34497.2961854832
6209,372500,527500,5.1611247,5.3043284,5.3924246,5.0717077,5.209029,5.376805,4.951844,5.2043715,5.344964,4.056086,4.232889,4.353768,3.9075286,4.0315905,4.207702,3.759402,3.9670155,4.0917063,4.7876477,4.956105,5.0953817,4.622241,4.865391,4.9089565,4.583377,4.743623,4.8899617,5.4761753,5.622262,5.7156134,5.317361,5.6492414,5.784666,5.4482813,5.6208177,5.9164476,74542583.3305664,34535.243163392
6210,372500,532500,5.9592514,6.19616,6.3777995,5.898748,6.1262503,6.2508583,5.78913,6.1444077,6.34986,4.9162045,5.12551,5.2548857,4.7355638,4.969716,5.067905,4.5193944,4.809373,4.995328,5.9515047,6.189592,6.251577,5.8948917,6.053152,6.1607094,5.8742547,6.165387,6.237541,6.7581606,7.0767136,7.336786,6.700155,7.150304,7.3645706,6.8943434,7.153707,7.5503073,74706869.1119385,34573.2785597588
6211,372500,537500,5.457286,5.7956967,6.0917187,5.541671,5.737544,6.019432,5.3743367,5.7434874,6.122382,4.6898727,4.920077,5.035089,4.4704466,4.738491,4.843425,4.25488,4.535806,4.740608,5.7463975,5.943102,6.127079,5.562717,5.865141,5.93348,5.719517,6.071463,6.121243,6.5669403,6.9596047,7.3168244,6.488112,7.0774393,7.2795954,6.7126555,7.0539145,7.5871825,74872383.6906738,34611.556348342
6212,372500,542500,4.6159887,4.8904037,5.2629323,4.60176,4.838064,5.1197085,4.5015917,4.823304,5.209386,3.962565,4.1652894,4.2141275,3.709849,3.9099522,4.014844,3.511663,3.7080994,3.940591,4.702445,4.889821,5.141102,4.518737,4.752176,4.8599806,4.6162996,4.9309473,4.9995203,5.4775147,5.89151,6.272824,5.3478374,5.9549446,6.104556,5.566828,5.9591775,6.490392,75038242.5294189,34649.8712100083
6213,372500,547500,4.376898,4.6467547,5.002298,4.3757105,4.632755,4.8302617,4.25926,4.576191,4.912547,3.715554,3.9163442,3.9732602,3.4810174,3.6548266,3.7749126,3.2888858,3.486093,3.6856697,4.3893604,4.5607553,4.7803736,4.2345724,4.423704,4.544026,4.2471685,4.5588427,4.6161284,5.1113443,5.5092278,5.85509,4.990956,5.548914,5.6963773,5.1705327,5.5709577,6.038555,75203960.9118652,34688.1111947046
6214,372500,552500,4.6451845,4.8887897,5.2274528,4.650232,4.9189634,5.075983,4.4955435,4.8375793,5.162152,3.872104,4.066947,4.159343,3.68503,3.865374,3.9799628,3.49328,3.717207,3.8962688,4.610587,4.7745905,4.972578,4.4805284,4.6673875,4.7829266,4.489249,4.7864437,4.862843,5.3605433,5.7531986,6.098545,5.274358,5.850161,6.002523,5.4542646,5.8817625,6.3340096,75370838.1682129,34726.5762084527
6215,372500,557500,4.58033,4.819136,5.21105,4.549152,4.8369894,5.033543,4.3973503,4.761672,5.135019,3.9050643,4.097605,4.203404,3.7414975,3.9206402,4.028876,3.5845973,3.7864265,3.958426,4.618749,4.7418265,4.9723496,4.436307,4.664318,4.730294,4.550561,4.805888,4.8925743,5.302737,5.7709737,6.1544285,5.2327557,5.8662543,6.0064154,5.431883,5.9096503,6.3745413,75538061.8597412,34765.0782413836
